Age,WorkClass,Weight,Education,EducationNumber,Occupation,Relationship,MarriageStatus,PartnerStatus,Race,Sex,CapitalGain,CapitalLoss,HoursPerWeek,Native Country,Salary
51,Self Employed,208302,Associate,12,Sales, Husband, Married,Civil, White, Male,0,0,38,United-States, >50K
25,Private,304032,High School,9,Adm-clerical, Own-child, Never,No Information, White, Male,0,0,36,United-States, <=50K
31,Government,207301,High School,9,Adm-clerical, Wife, Married,Civil, White, Female,0,0,40,United-States, >50K
37,Private,123211,High School,9,Other-service, Husband, Married,Civil, White, Male,0,0,44,United-States, >50K
42,Private,33521,Associate,12,Sales, Husband, Married,Civil, White, Male,0,0,45,United-States, >50K
29,No Information,410351,Undergraduate,13,Unknown, Not-in-family, Never,No Information, White, Male,0,0,40,United-States, <=50K
35,Private,410034,Undergraduate,10,Sales, Not-in-family, Divorced,No Information, White, Male,0,0,50,United-States, <=50K
51,Private,175339,Undergraduate,13,Sales, Husband, Married,Civil, White, Male,0,0,47,United-States, >50K
22,No Information,27937,Undergraduate,10,Unknown, Own-child, Never,No Information, White, Male,0,0,36,United-States, <=50K
49,Private,168211,Undergraduate,10,Craft-repair, Husband, Married,Civil, White, Male,0,1485,40,United-States, >50K
26,Private,125680,Undergraduate,13,Prof-specialty, Not-in-family, Never,No Information, Asian-Pac-Islander, Male,0,0,16,Japan, <=50K
56,Government,160829,High School,9,Adm-clerical, Not-in-family, Divorced,No Information, White, Female,0,0,46,United-States, <=50K
52,Private,266529,Undergraduate,10,Prof-specialty, Husband, Married,Civil, White, Male,0,0,45,United-States, >50K
61,Self Employed,115023,Graduate,14,Craft-repair, Husband, Married,Civil, White, Male,0,0,4,Unknown, <=50K
47,Government,224149,Undergraduate,13,Exec-managerial, Not-in-family, Divorced,No Information, White, Female,0,0,40,United-States, >50K
52,Private,150930,Associate,11,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
30,Private,343699,High School,9,Craft-repair, Unmarried, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
43,Self Employed,172826,Undergraduate,10,Sales, Husband, Married,Civil, White, Male,99999,0,55,United-States, >50K
35,Private,163392,Undergraduate,10,Transport-moving, Husband, Married,Civil, Asian-Pac-Islander, Male,0,0,40,Unknown, <=50K
17,No Information,103810,School,8,Unknown, Own-child, Never,No Information, White, Male,0,0,40,United-States, <=50K
42,Private,213821,High School,9,Craft-repair, Husband, Married,Civil, White, Male,0,1887,40,United-States, >50K
26,Private,211265,Undergraduate,10,Craft-repair, Other-relative, Married,Absent, Black, Female,0,0,35,Dominican-Republic, <=50K
58,Government,160586,High School,9,Farming-fishing, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
66,Private,146454,Undergraduate,10,Sales, Husband, Married,Civil, White, Male,5556,0,40,United-States, >50K
30,Private,203277,High School,9,Protective-serv, Husband, Married,Civil, White, Male,0,0,60,United-States, >50K
46,Private,309895,Undergraduate,10,Adm-clerical, Unmarried, Separated,No Information, White, Female,0,0,40,United-States, <=50K
45,Private,26522,Undergraduate,10,Adm-clerical, Wife, Married,Civil, White, Female,0,1902,35,United-States, >50K
57,Private,103809,High School,9,Sales, Unmarried, Never,No Information, White, Female,0,0,40,United-States, <=50K
25,Private,90291,Undergraduate,13,Exec-managerial, Own-child, Never,No Information, White, Male,0,0,40,United-States, <=50K
21,Government,181761,Undergraduate,10,Tech-support, Own-child, Never,No Information, White, Female,0,0,10,United-States, <=50K
37,Private,35330,High School,9,Craft-repair, Not-in-family, Divorced,No Information, White, Male,0,1669,55,United-States, <=50K
45,Government,135776,Graduate,14,Prof-specialty, Not-in-family, Divorced,No Information, White, Female,0,0,30,United-States, <=50K
61,No Information,188172,Doctorate,16,Unknown, Not-in-family, Widowed,No Information, White, Female,0,0,5,United-States, <=50K
39,Private,179579,High School,9,Craft-repair, Own-child, Never,No Information, White, Male,0,0,40,United-States, <=50K
42,Private,193626,High School,9,Adm-clerical, Wife, Married,Civil, White, Female,0,0,53,United-States, <=50K
20,Private,108887,High School,9,Machine-op-inspct, Own-child, Never,No Information, White, Female,0,0,40,United-States, <=50K
23,Private,199070,High School,9,Protective-serv, Own-child, Never,No Information, Black, Male,0,0,16,United-States, <=50K
25,Private,441591,Undergraduate,13,Tech-support, Own-child, Never,No Information, White, Male,0,0,40,United-States, <=50K
47,Private,185254,School,3,Priv-house-serv, Own-child, Never,No Information, White, Female,0,0,40,El-Salvador, <=50K
24,Private,109307,High School,9,Sales, Own-child, Never,No Information, White, Male,0,0,45,United-States, <=50K
20,No Information,81853,Undergraduate,10,Unknown, Own-child, Never,No Information, Asian-Pac-Islander, Female,0,0,15,United-States, <=50K
35,Private,23621,High School,9,Craft-repair, Not-in-family, Never,No Information, White, Male,0,0,70,United-States, <=50K
44,Government,145178,High School,9,Other-service, Wife, Married,Civil, Black, Female,0,0,38,Jamaica, >50K
47,Government,30575,Undergraduate,10,Prof-specialty, Husband, Married,Civil, White, Male,0,0,50,United-States, <=50K
28,Government,130620,School,7,Adm-clerical, Unmarried, Separated,No Information, Asian-Pac-Islander, Female,0,0,40,India, <=50K
41,Government,22155,Graduate,14,Prof-specialty, Unmarried, Divorced,No Information, White, Female,0,0,60,United-States, <=50K
31,Private,106437,High School,9,Adm-clerical, Not-in-family, Never,No Information, White, Female,0,0,40,United-States, <=50K
27,Private,79787,Graduate,14,Exec-managerial, Not-in-family, Never,No Information, White, Female,0,0,25,United-States, <=50K
47,Private,326857,Associate,11,Craft-repair, Husband, Married,Civil, White, Male,5013,0,40,United-States, <=50K
44,Private,81853,High School,9,Sales, Not-in-family, Never,No Information, Asian-Pac-Islander, Female,0,0,40,United-States, <=50K
61,Private,120933,Undergraduate,10,Priv-house-serv, Not-in-family, Never,No Information, White, Female,0,0,40,United-States, <=50K
42,Government,153143,Undergraduate,10,Adm-clerical, Other-relative, Divorced,No Information, White, Female,0,0,40,Puerto-Rico, <=50K
46,Private,27669,High School,9,Other-service, Not-in-family, Never,No Information, White, Female,0,0,28,United-States, <=50K
46,Private,105444,Undergraduate,13,Exec-managerial, Husband, Married,Civil, White, Male,0,0,50,United-States, >50K
54,Government,169785,Graduate,14,Prof-specialty, Unmarried, Widowed,No Information, White, Female,0,0,38,United-States, <=50K
49,Private,122493,High School,9,Tech-support, Unmarried, Widowed,No Information, White, Male,0,0,40,United-States, <=50K
56,Government,242670,Undergraduate,10,Adm-clerical, Unmarried, Widowed,No Information, White, Female,0,0,40,United-States, <=50K
52,Private,54933,Graduate,14,Prof-specialty, Own-child, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
34,Private,209317,High School,9,Transport-moving, Husband, Married,Civil, White, Male,0,0,40,Puerto-Rico, <=50K
25,Self Employed,282631,High School,9,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
18,Private,98044,School,7,Prof-specialty, Own-child, Never,No Information, White, Female,0,0,40,United-States, <=50K
58,Private,187487,High School,9,Machine-op-inspct, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
31,Government,60186,Undergraduate,13,Prof-specialty, Not-in-family, Divorced,No Information, White, Male,0,0,40,United-States, <=50K
29,Private,75648,Undergraduate,10,Craft-repair, Husband, Married,Civil, White, Male,0,0,55,United-States, <=50K
28,Private,201175,School,7,Machine-op-inspct, Not-in-family, Never,No Information, Black, Male,0,0,40,United-States, <=50K
30,Private,19302,Undergraduate,10,Adm-clerical, Not-in-family, Never,No Information, White, Male,0,0,48,United-States, <=50K
21,No Information,300812,Undergraduate,10,Unknown, Own-child, Never,No Information, White, Male,0,0,30,United-States, <=50K
44,Private,146659,Graduate,14,Prof-specialty, Husband, Married,Civil, White, Male,0,1887,35,United-States, >50K
75,Private,101887,School,6,Priv-house-serv, Not-in-family, Widowed,No Information, White, Female,0,0,70,United-States, <=50K
66,No Information,117778,School,7,Unknown, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
26,Private,60726,Undergraduate,10,Craft-repair, Husband, Married,Civil, Black, Male,0,0,40,United-States, <=50K
33,Self Employed,201763,Undergraduate,13,Sales, Husband, Married,Civil, White, Male,0,0,50,United-States, >50K
57,Self Employed,119253,Graduate,14,Sales, Husband, Married,Civil, White, Male,15024,0,65,United-States, >50K
47,Self Employed,121124,School,3,Sales, Husband, Married,Civil, White, Male,0,0,55,Italy, >50K
41,Private,220132,High School,9,Exec-managerial, Husband, Married,Civil, White, Male,7298,0,40,United-States, >50K
21,Private,60639,Undergraduate,10,Other-service, Not-in-family, Never,No Information, White, Female,0,0,37,United-States, <=50K
17,Private,195262,School,7,Craft-repair, Own-child, Never,No Information, White, Male,0,0,17,United-States, <=50K
61,No Information,113544,Undergraduate,13,Unknown, Husband, Married,Civil, White, Male,0,0,55,United-States, <=50K
47,No Information,331650,High School,9,Unknown, Wife, Married,Civil, White, Female,0,0,8,United-States, >50K
22,Private,100587,Undergraduate,10,Other-service, Own-child, Never,No Information, Black, Female,0,0,15,United-States, <=50K
47,Private,298130,High School,9,Sales, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
45,Private,242391,Undergraduate,13,Exec-managerial, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
32,Self Employed,197867,Associate,11,Sales, Unmarried, Divorced,No Information, White, Male,0,0,50,United-States, <=50K
59,Private,151977,School,6,Priv-house-serv, Not-in-family, Separated,No Information, Black, Female,0,0,30,United-States, <=50K
38,Private,277347,High School,9,Craft-repair, Husband, Married,Civil, White, Male,0,0,50,United-States, <=50K
33,Private,125249,High School,9,Protective-serv, Own-child, Separated,No Information, White, Female,0,0,40,United-States, <=50K
41,Private,222142,High School,9,Machine-op-inspct, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
51,Private,270194,School,5,Transport-moving, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
42,Private,169995,High School,9,Sales, Husband, Married,Civil, White, Male,0,0,48,United-States, <=50K
27,Private,359155,Undergraduate,13,Prof-specialty, Wife, Married,Civil, White, Female,0,0,40,United-States, >50K
60,Private,123992,Undergraduate,10,Craft-repair, Husband, Married,Civil, White, Male,0,0,45,United-States, <=50K
64,Government,266080,High School,9,Adm-clerical, Not-in-family, Divorced,No Information, White, Female,0,0,35,United-States, <=50K
37,Private,201531,Associate,12,Machine-op-inspct, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
54,Self Employed,179704,Undergraduate,13,Exec-managerial, Husband, Married,Civil, White, Male,0,0,45,United-States, >50K
36,Private,393673,Associate,12,Exec-managerial, Wife, Married,Civil, White, Female,0,0,50,United-States, >50K
34,Private,244147,Undergraduate,13,Prof-specialty, Husband, Married,Civil, White, Male,0,0,40,Unknown, >50K
41,Self Employed,438696,Graduate,14,Sales, Unmarried, Divorced,No Information, White, Male,0,0,5,United-States, >50K
35,Self Employed,207568,School,4,Farming-fishing, Husband, Married,Civil, White, Male,0,0,75,United-States, <=50K
63,Self Employed,54052,Graduate,14,Sales, Husband, Married,Civil, White, Male,0,0,68,United-States, >50K
46,Private,187581,High School,9,Craft-repair, Other-relative, Divorced,No Information, White, Male,0,0,40,United-States, <=50K
47,Self Employed,77102,Graduate,14,Prof-specialty, Not-in-family, Divorced,No Information, White, Male,0,0,40,United-States, <=50K
24,Private,353010,Undergraduate,13,Machine-op-inspct, Not-in-family, Never,No Information, White, Male,0,0,65,United-States, <=50K
29,Private,54131,Undergraduate,10,Sales, Not-in-family, Never,No Information, White, Male,0,0,30,United-States, <=50K
74,Government,39890,Undergraduate,10,Transport-moving, Not-in-family, Widowed,No Information, White, Female,0,0,18,United-States, <=50K
50,Private,156877,School,7,Transport-moving, Husband, Married,Civil, White, Male,0,0,70,United-States, >50K
22,Private,355686,Undergraduate,10,Adm-clerical, Not-in-family, Never,No Information, White, Female,0,0,40,United-States, <=50K
48,Private,300168,School,8,Adm-clerical, Own-child, Separated,No Information, Black, Female,0,0,40,United-States, <=50K
30,Private,488720,School,5,Handlers-cleaners, Other-relative, Married,Civil, White, Male,0,0,40,Mexico, <=50K
32,Private,157287,Undergraduate,13,Sales, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
39,Private,184659,High School,9,Machine-op-inspct, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
49,Private,214169,Undergraduate,10,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
25,Private,192149,Undergraduate,13,Adm-clerical, Own-child, Never,No Information, White, Female,0,0,40,United-States, <=50K
50,Private,137253,Undergraduate,13,Adm-clerical, Wife, Married,Civil, White, Female,0,0,40,United-States, >50K
44,Private,373050,High School,9,Transport-moving, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
65,Private,90377,Associate,11,Farming-fishing, Husband, Married,Civil, White, Male,6767,0,60,United-States, <=50K
28,Government,183151,Associate,12,Adm-clerical, Husband, Married,Civil, White, Male,0,0,60,United-States, <=50K
55,Private,227158,Undergraduate,13,Adm-clerical, Unmarried, Widowed,No Information, White, Female,0,0,40,United-States, <=50K
49,Government,34021,Undergraduate,13,Prof-specialty, Own-child, Never,No Information, White, Female,0,0,50,United-States, <=50K
31,Private,165148,High School,9,Exec-managerial, Unmarried, Separated,No Information, White, Female,0,0,12,United-States, <=50K
47,Private,211668,High School,9,Machine-op-inspct, Wife, Married,Civil, Black, Female,0,0,40,United-States, >50K
45,Private,358886,High School,9,Transport-moving, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
35,Private,47707,High School,9,Other-service, Not-in-family, Never,No Information, Black, Female,0,0,40,United-States, <=50K
34,Self Employed,306982,Undergraduate,13,Sales, Husband, Married,Civil, Asian-Pac-Islander, Male,0,0,60,South, <=50K
49,Government,52590,High School,9,Protective-serv, Not-in-family, Widowed,No Information, Black, Male,0,0,40,United-States, <=50K
39,No Information,179352,Undergraduate,10,Unknown, Not-in-family, Divorced,No Information, White, Female,0,0,35,United-States, <=50K
27,Private,158156,High School,9,Other-service, Not-in-family, Never,No Information, White, Female,0,0,42,United-States, <=50K
42,Private,70055,High School,9,Handlers-cleaners, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
60,No Information,131852,School,3,Unknown, Husband, Married,Civil, White, Male,0,0,30,United-States, >50K
64,Self Employed,177825,High School,9,Other-service, Not-in-family, Never,No Information, White, Male,1055,0,40,United-States, <=50K
33,Private,127215,Undergraduate,10,Sales, Husband, Married,Civil, White, Male,0,0,48,United-States, >50K
23,Private,175183,Undergraduate,10,Adm-clerical, Not-in-family, Never,No Information, White, Female,0,0,40,United-States, <=50K
45,Private,142287,Graduate,14,Exec-managerial, Husband, Married,Civil, White, Male,0,0,50,United-States, >50K
34,Private,221324,High School,9,Machine-op-inspct, Unmarried, Never,No Information, Black, Female,0,0,40,United-States, <=50K
53,Private,227602,High School,9,Sales, Not-in-family, Divorced,No Information, White, Female,0,0,37,Mexico, <=50K
22,Private,228452,School,6,Craft-repair, Not-in-family, Never,No Information, White, Male,0,0,30,United-States, <=50K
57,Government,39380,High School,9,Other-service, Not-in-family, Separated,No Information, White, Female,0,0,35,United-States, <=50K
20,No Information,96862,Undergraduate,10,Unknown, Own-child, Never,No Information, White, Female,0,0,8,United-States, <=50K
23,Private,336360,School,4,Craft-repair, Own-child, Never,No Information, Black, Male,0,0,40,United-States, <=50K
31,Private,257644,School,7,Transport-moving, Unmarried, Never,No Information, White, Male,0,0,40,United-States, <=50K
23,Government,235853,Undergraduate,13,Tech-support, Not-in-family, Never,No Information, White, Male,0,0,22,United-States, <=50K
30,Private,270577,High School,9,Adm-clerical, Unmarried, Separated,No Information, White, Female,0,0,40,United-States, <=50K
32,Government,222900,Undergraduate,13,Prof-specialty, Not-in-family, Separated,No Information, White, Female,0,0,50,United-States, >50K
42,Private,99254,Associate,12,Adm-clerical, Wife, Married,Civil, Black, Female,0,0,40,United-States, >50K
51,Private,224763,School,4,Transport-moving, Husband, Married,Civil, White, Male,0,0,40,Cuba, <=50K
59,Self Employed,174056,Undergraduate,13,Sales, Husband, Married,Civil, White, Male,15024,0,40,United-States, >50K
36,Private,127306,Undergraduate,13,Exec-managerial, Own-child, Never,No Information, White, Female,0,0,40,United-States, <=50K
45,Private,339506,High School,9,Sales, Not-in-family, Never,No Information, Black, Male,0,0,40,United-States, <=50K
35,Private,178322,Associate,11,Sales, Husband, Married,Civil, White, Male,0,0,50,Germany, >50K
33,Private,189843,School,4,Machine-op-inspct, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
43,Private,160815,Associate,11,Prof-specialty, Unmarried, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
60,Private,207665,High School,9,Tech-support, Wife, Married,Civil, White, Female,0,0,40,United-States, >50K
37,Government,160402,Undergraduate,13,Prof-specialty, Husband, Married,Civil, White, Male,0,0,55,United-States, >50K
35,Private,170263,Undergraduate,10,Tech-support, Unmarried, Never,No Information, White, Female,0,0,40,United-States, <=50K
36,Private,184659,Undergraduate,10,Adm-clerical, Husband, Married,Civil, White, Male,0,0,52,United-States, <=50K
38,Government,338320,Professional School,15,Prof-specialty, Husband, Married,Civil, White, Male,0,1977,50,United-States, >50K
54,Private,101017,School,4,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
51,Private,204322,Associate,11,Handlers-cleaners, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
45,Private,241350,Associate,12,Craft-repair, Husband, Married,Civil, White, Male,0,0,45,United-States, >50K
63,Government,217994,Undergraduate,10,Exec-managerial, Unmarried, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
51,Private,128143,Undergraduate,10,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
58,Self Employed,164065,Graduate,14,Sales, Not-in-family, Divorced,No Information, White, Male,0,0,18,United-States, <=50K
64,Government,78866,High School,9,Adm-clerical, Not-in-family, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
20,Private,236769,Undergraduate,10,Handlers-cleaners, Own-child, Never,No Information, White, Male,0,0,40,United-States, <=50K
44,Government,239539,Undergraduate,13,Adm-clerical, Husband, Married,Civil, Asian-Pac-Islander, Male,0,0,40,Philippines, >50K
39,Private,34028,Undergraduate,13,Exec-managerial, Unmarried, Divorced,No Information, White, Female,0,0,48,United-States, <=50K
45,Government,207847,Undergraduate,10,Adm-clerical, Unmarried, Never,No Information, White, Female,0,0,40,United-States, <=50K
44,Private,175935,Doctorate,16,Adm-clerical, Husband, Married,Civil, White, Male,0,0,55,United-States, >50K
22,Government,218445,Undergraduate,10,Exec-managerial, Not-in-family, Never,No Information, White, Female,0,0,40,United-States, <=50K
63,Self Employed,215833,High School,9,Exec-managerial, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
26,Private,156976,Associate,11,Other-service, Not-in-family, Separated,No Information, Black, Male,0,0,40,United-States, <=50K
42,Self Employed,220647,Undergraduate,13,Farming-fishing, Husband, Married,Civil, White, Male,0,0,45,United-States, <=50K
20,Private,218343,High School,9,Other-service, Own-child, Never,No Information, White, Female,0,0,25,United-States, <=50K
29,Private,241431,Graduate,14,Sales, Husband, Married,Civil, White, Male,7298,0,40,United-States, >50K
38,Government,123983,Undergraduate,13,Exec-managerial, Unmarried, Never,No Information, Asian-Pac-Islander, Male,0,1741,40,Vietnam, <=50K
25,Private,73289,High School,9,Transport-moving, Own-child, Never,No Information, White, Male,0,0,40,United-States, <=50K
27,Private,408623,Undergraduate,13,Craft-repair, Other-relative, Married,Civil, White, Male,0,0,50,United-States, <=50K
46,Private,169180,Associate,11,Adm-clerical, Not-in-family, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
31,Private,54929,Undergraduate,10,Craft-repair, Not-in-family, Divorced,No Information, White, Male,0,0,60,United-States, <=50K
24,Private,306779,Associate,11,Exec-managerial, Own-child, Never,No Information, White, Male,0,0,35,United-States, <=50K
43,Private,159549,Undergraduate,10,Sales, Husband, Married,Civil, White, Male,0,0,50,United-States, >50K
23,Private,482082,School,8,Machine-op-inspct, Own-child, Never,No Information, White, Male,0,0,21,Mexico, <=50K
32,Government,286101,High School,9,Transport-moving, Unmarried, Never,No Information, Black, Female,0,0,37,United-States, <=50K
44,Private,167955,High School,9,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,Poland, <=50K
40,Self Employed,209040,Undergraduate,13,Sales, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
38,Private,105017,High School,9,Craft-repair, Unmarried, Divorced,No Information, White, Male,0,0,40,United-States, <=50K
23,Private,27776,Associate,11,Machine-op-inspct, Not-in-family, Never,No Information, White, Male,0,0,40,United-States, <=50K
19,Private,242941,Undergraduate,10,Sales, Own-child, Never,No Information, White, Female,0,1602,10,United-States, <=50K
41,Private,118853,Undergraduate,10,Sales, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
48,Private,119565,High School,9,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
23,Private,196827,Undergraduate,10,Machine-op-inspct, Husband, Married,Civil, White, Male,0,1902,40,United-States, <=50K
47,Private,275361,Associate,12,Other-service, Own-child, Widowed,No Information, White, Female,0,0,35,United-States, <=50K
42,Private,225193,High School,9,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
17,Private,329783,School,6,Sales, Other-relative, Never,No Information, White, Female,0,0,10,United-States, <=50K
29,Government,107411,Professional School,15,Prof-specialty, Not-in-family, Never,No Information, White, Female,0,0,70,United-States, <=50K
21,Government,258490,Undergraduate,10,Prof-specialty, Not-in-family, Never,No Information, White, Female,0,0,20,United-States, <=50K
18,No Information,120243,School,7,Unknown, Own-child, Never,No Information, White, Male,0,0,27,United-States, <=50K
31,Private,219509,High School,9,Other-service, Husband, Married,Civil, White, Male,0,0,40,Mexico, >50K
27,Government,29174,Undergraduate,13,Prof-specialty, Unmarried, Never,No Information, White, Female,0,0,40,United-States, <=50K
29,Private,40083,Doctorate,16,Prof-specialty, Not-in-family, Never,No Information, White, Male,0,0,40,Canada, <=50K
23,Private,87528,Undergraduate,13,Sales, Not-in-family, Never,No Information, White, Female,0,0,45,United-States, <=50K
41,Private,116379,Graduate,14,Prof-specialty, Husband, Married,Civil, Asian-Pac-Islander, Male,0,0,55,Taiwan, >50K
46,Government,216214,Undergraduate,13,Prof-specialty, Husband, Married,Civil, White, Male,0,0,35,United-States, >50K
34,Private,268051,Undergraduate,10,Protective-serv, Other-relative, Married,Civil, Black, Female,0,0,25,Haiti, <=50K
42,Self Employed,121718,High School,9,Craft-repair, Husband, Married,Civil, White, Male,0,0,24,United-States, <=50K
18,Private,201901,High School,9,Handlers-cleaners, Own-child, Never,No Information, White, Female,0,1719,15,United-States, <=50K
46,Private,109089,High School,9,Craft-repair, Not-in-family, Divorced,No Information, White, Male,0,0,37,United-States, <=50K
18,No Information,346382,School,7,Unknown, Own-child, Never,No Information, White, Male,0,0,15,United-States, <=50K
52,Private,284129,Undergraduate,10,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
56,Private,143030,High School,9,Craft-repair, Unmarried, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
21,Private,212619,Associate,11,Machine-op-inspct, Own-child, Never,No Information, White, Male,0,0,40,United-States, <=50K
22,Self Employed,199011,High School,9,Craft-repair, Other-relative, Never,No Information, White, Male,0,0,20,United-States, <=50K
31,Private,118901,Undergraduate,13,Adm-clerical, Unmarried, Divorced,No Information, White, Female,0,0,45,United-States, <=50K
41,Self Employed,129865,High School,9,Other-service, Husband, Married,Civil, White, Male,0,0,60,United-States, <=50K
25,Private,157900,Undergraduate,10,Adm-clerical, Unmarried, Separated,No Information, White, Female,0,0,40,United-States, <=50K
43,Self Employed,349341,Undergraduate,13,Exec-managerial, Not-in-family, Divorced,No Information, White, Male,0,0,60,United-States, <=50K
45,Private,158685,High School,9,Sales, Not-in-family, Separated,No Information, White, Female,0,0,40,United-States, <=50K
26,Private,386585,Undergraduate,10,Tech-support, Not-in-family, Divorced,No Information, White, Male,0,0,60,United-States, <=50K
90,Private,52386,Undergraduate,10,Other-service, Not-in-family, Never,No Information, Asian-Pac-Islander, Male,0,0,35,United-States, <=50K
45,Private,246891,Undergraduate,13,Sales, Husband, Married,Civil, White, Male,0,1902,40,United-States, >50K
30,Private,190385,Undergraduate,13,Other-service, Wife, Married,Civil, White, Female,0,0,40,United-States, >50K
42,Private,37869,Undergraduate,10,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
20,Private,217807,Undergraduate,10,Handlers-cleaners, Own-child, Never,No Information, White, Male,0,0,35,United-States, <=50K
53,Private,149784,Undergraduate,13,Prof-specialty, Husband, Married,Civil, White, Male,7688,0,40,United-States, >50K
64,Government,201293,High School,9,Adm-clerical, Not-in-family, Widowed,No Information, White, Female,0,0,38,United-States, <=50K
56,Private,128764,School,4,Transport-moving, Not-in-family, Widowed,No Information, White, Male,0,0,20,United-States, <=50K
42,Private,27444,Undergraduate,10,Prof-specialty, Not-in-family, Married,Absent, White, Male,0,0,40,United-States, >50K
26,Private,62438,Undergraduate,13,Sales, Wife, Married,Civil, White, Female,0,0,40,United-States, >50K
31,Government,151726,Associate,12,Adm-clerical, Own-child, Never,No Information, Amer-Indian-Eskimo, Female,0,0,40,United-States, <=50K
40,Private,29841,Undergraduate,13,Adm-clerical, Wife, Married,Civil, White, Female,0,0,40,United-States, <=50K
58,Private,131608,Undergraduate,10,Craft-repair, Not-in-family, Widowed,No Information, White, Male,0,0,40,United-States, <=50K
41,Private,110562,Undergraduate,13,Exec-managerial, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
58,Self Employed,190541,High School,9,Sales, Not-in-family, Never,No Information, White, Male,0,0,47,United-States, <=50K
62,Government,33142,Graduate,14,Prof-specialty, Husband, Married,Civil, White, Male,0,0,60,United-States, >50K
65,Self Employed,139272,Undergraduate,13,Sales, Husband, Married,Civil, White, Male,99999,0,60,United-States, >50K
40,Private,234633,Undergraduate,10,Craft-repair, Not-in-family, Never,No Information, White, Male,0,0,40,United-States, <=50K
45,Government,238386,Undergraduate,10,Protective-serv, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
22,Private,460835,High School,9,Craft-repair, Own-child, Never,No Information, White, Male,0,0,55,United-States, <=50K
23,No Information,243190,Undergraduate,10,Unknown, Own-child, Never,No Information, Asian-Pac-Islander, Male,0,0,20,China, <=50K
63,Government,97855,Graduate,14,Exec-managerial, Husband, Married,Civil, White, Male,0,0,50,United-States, >50K
39,Private,77146,Undergraduate,13,Exec-managerial, Husband, Married,Civil, White, Male,0,1887,50,United-States, >50K
37,Private,200863,Undergraduate,10,Craft-repair, Unmarried, Widowed,No Information, White, Male,0,0,40,United-States, <=50K
25,No Information,41107,Undergraduate,13,Unknown, Not-in-family, Married,Absent, White, Male,0,0,40,Canada, <=50K
56,Private,77415,School,7,Farming-fishing, Husband, Married,Civil, White, Male,0,0,50,United-States, <=50K
32,Private,236770,Undergraduate,10,Sales, Not-in-family, Divorced,No Information, White, Male,0,0,50,United-States, <=50K
53,Government,173093,Undergraduate,10,Exec-managerial, Wife, Married,Civil, Asian-Pac-Islander, Female,0,1887,40,Philippines, >50K
32,Private,235124,Associate,11,Prof-specialty, Not-in-family, Divorced,No Information, White, Male,0,0,40,United-States, <=50K
23,Self Employed,282604,School,7,Transport-moving, Husband, Married,Civil, White, Male,7688,0,60,United-States, >50K
35,Private,199288,School,7,Transport-moving, Not-in-family, Separated,No Information, White, Male,0,0,90,United-States, <=50K
51,Private,191659,Undergraduate,10,Exec-managerial, Husband, Married,Civil, White, Male,0,1887,65,United-States, >50K
19,Private,43285,Undergraduate,10,Adm-clerical, Own-child, Never,No Information, White, Female,0,0,20,United-States, <=50K
41,Private,160837,School,7,Machine-op-inspct, Not-in-family, Married,Absent, White, Male,0,0,40,Guatemala, <=50K
